,INDPRO,IPFINAL,IPMANSICS,PAYEMS,MANEMP,RPI,CMRMTSPLx,RETAILx,IPCONGD,IPDCONGD,IPBUSEQ,CUMFNS,AMDMNOx,ANDENOx,UNRATE,AWHMAN,CES0600000007,HOUST,PERMIT,JTSJOL,RRSFS,S&P 500,S&P PE ratio,T10YFFM,T1YFFM,BAAFFM,TB3SMFFM,TB3MS,GS5,GS10,BAA,AAA,VIXCLSx,GS2,ANFCI,NFCI,term_spread,baa_spread,aaa_spread,CPIAUCSL,PCEPI,UMCSENTx,TWEXAFEGSMTHx,WPSFD49207,CPILFESL,PCEPILFE,IR,IQ,T10YIE,GDPC1
1986-02-28,-0.00704382287145755,-0.009888207193367471,-0.005631014900992604,0.001164091456949734,-0.0013013099802368089,0.0049251669726082525,-0.005704611821881755,-0.00936189659657316,-0.008543282466139779,-0.00726378624844326,-0.010628223626987232,-0.5172000000000025,-0.02019260882416951,0.04118371816377753,0.5,40.7,40.0,7.521859252201629,7.4770384723196965,,,0.052397391660260695,0.06893688288965505,0.84,-0.25,3.25,-0.8,-0.010000000000000675,-0.33999999999999986,-0.4900000000000002,-0.33000000000000007,-0.3800000000000008,20.6242,-0.17000000000000082,-0.11499999999999999,-0.2905,1.6399999999999997,2.41,0.9700000000000006,-0.005467806281411747,-0.004591214139446631,0.30000000000001137,-0.037930686366412836,-0.008630836099252193,-0.001800910053979976,-0.002796567851780285,,,,
1986-03-31,-0.007148371663592279,-0.003224600204108974,-0.003608456592277154,0.0008797610044588566,-0.0022104466732653094,0.009395561771222916,0.0009753769686309255,-0.006961526518471928,-0.0033547609666664258,-0.0010715183657694638,-0.0007552129375474337,-0.3464999999999918,-0.01036199304974339,-0.04114241903969962,0.0,40.7,40.0,7.53689712956617,7.484368643286131,,,0.05713309193523397,0.07475673863768062,0.3,-0.45,3.02,-0.92,-0.5,-0.8799999999999999,-0.919999999999999,-0.6099999999999994,-0.6699999999999999,23.564,-0.7599999999999998,-0.091,-0.32575,1.2200000000000006,2.7199999999999998,1.2199999999999998,-0.003662980313769104,-0.002194874283982795,-0.8000000000000114,-0.02125594269825104,0.0007923546953394478,-7.149214837909312e-06,0.0004604969170816098,,,,0.9294151553612906
1986-04-30,0.0014326780252771343,0.0014116382438622566,0.005054770661624186,0.0018883649043832662,-0.00045402951971773575,0.0032934731971678843,0.019935789656598146,0.006356985588617192,0.006396530681820778,-0.0011490647189456027,-0.006319711434179087,0.33659999999999,-0.018596962422414265,-0.04822453572460894,-0.10000000000000053,40.5,40.0,7.566828479208331,7.527255919373784,,,0.024241033895111563,0.03827612363728372,0.31,-0.55,3.2,-0.93,-0.5,-0.41000000000000014,-0.4800000000000004,-0.3100000000000005,-0.21000000000000085,23.0154,-0.5099999999999998,-0.10225000000000001,-0.3925,1.2400000000000002,2.8899999999999997,1.4899999999999993,0.001811375730299325,0.00015245409245023822,1.1000000000000085,-0.00939673560109977,0.007690942536374479,0.0008790209552635986,-0.001232195865634278,,,,
1986-05-31,0.0014759828720576351,0.0017548948217136484,0.0010359690062893279,0.0012804421794925247,-0.001306484323414736,0.0010850185187543104,-0.00963666392197915,0.014417452124130037,0.00510974208394277,0.0013891399809016214,-0.002295469106623038,0.022700000000000387,-0.01033111845340251,0.00604910218127408,0.10000000000000053,40.7,40.1,7.5251007461258,7.493873886783559,,,0.0020986366569211157,0.009286101964725457,0.86,-0.2,3.44,-0.7,0.09000000000000075,0.46999999999999975,0.41000000000000014,0.09999999999999964,0.3000000000000007,18.8928,0.3700000000000001,-0.08180000000000001,-0.4716,1.5599999999999996,2.579999999999999,1.38,0.006429186813840637,0.003869012338316047,-1.4000000000000057,-0.023889668408541453,0.009751360126967867,-0.0017793375446837345,-0.00010021418531280801,,,,
1986-06-30,-0.004037339462127143,-0.0036747577377118645,-0.00434255475074341,-0.0009374858929689367,-0.0035873967237662896,0.0002852922388942858,0.006394566839805549,0.0010572509542292607,0.0006124947776067202,0.011287093920134605,-0.010552970116792348,-0.40269999999999584,0.00806308736067507,0.012712851920930746,0.0,40.7,40.0,7.52131798019924,7.489970898834801,,,0.028112640936047484,0.030721463707927388,0.88,-0.19,3.42,-0.71,0.05999999999999961,0.1200000000000001,0.08999999999999986,0.05000000000000071,0.040000000000000924,18.598,0.10999999999999943,0.14775,-0.46125,1.5899999999999999,2.54,1.330000000000001,0.0009069196567574878,0.001894816096593921,4.5,0.0066527742049906635,-0.0019616420616346275,0.0008790962051188345,0.0012932395180045297,,,,0.44928555450756136
1986-07-31,0.006512386430606476,0.00640992663764095,0.005876297382692464,0.0032019682189208254,-0.0018842612706588824,0.004736909762263153,0.005891522856172671,0.0034074723677619545,0.005539801191895677,0.012446688794153893,0.008549873206808556,0.3855000000000075,0.01680400568129059,-0.018501955175125318,-0.20000000000000018,40.6,40.0,7.485491608030754,7.484368643286131,,,-0.02101004161856057,-0.014472779283954296,0.74,-0.29,3.6,-0.73,-0.3799999999999999,-0.5800000000000001,-0.5,-0.17999999999999972,-0.25,19.639,-0.5099999999999998,0.20650000000000002,-0.47075,1.4699999999999998,2.8600000000000003,1.580000000000001,-0.0027493484900622533,-0.0034672910548918523,-1.5999999999999943,-0.027049424895436047,-0.010703756067182546,0.0008721222270011708,-0.0011854618210889178,,,,
1986-08-31,-0.0018566171981273527,-0.00046821715511669026,0.0022199383498042735,0.0011554248475960094,-0.0004573257954287868,0.002105587632222239,0.0014202604158111143,0.010178120029754822,5.085394480452976e-05,0.0037671796088920573,-0.001615608874733443,0.08559999999999945,-0.03216690366549635,-0.011197641995414287,-0.09999999999999964,40.7,40.1,7.499423290592229,7.453561871643373,,,0.019786300898844367,0.023391944648977425,1.0,-0.24,4.01,-0.64,-0.2999999999999998,-0.2599999999999998,-0.1299999999999999,0.019999999999999574,-0.16000000000000014,18.6381,-0.33999999999999986,-0.009000000000000001,-0.5646,1.6399999999999997,3.01,1.5500000000000007,-8.340113151206197e-07,0.0009959806381929504,-2.799999999999997,-0.017190262807872614,0.011692162042264975,-1.2354868898611926e-05,0.0002278386352680961,,,,
1986-09-30,0.002549474375162397,0.0010712666741081733,0.0026407731623239172,0.0034682926879021636,0.0005144768170186609,0.0009117325212422145,0.023446347656266298,0.057095443199278506,0.0008587733179092893,0.008697000072396044,0.0020423916007192844,0.10129999999999484,0.049519982942774377,0.041118142904876365,0.09999999999999964,40.7,40.2,7.430707082545968,7.430114138561801,,,-0.02772782644003069,-0.02781354030845673,1.56,-0.12,4.31,-0.68,-0.3200000000000003,0.1200000000000001,0.28000000000000025,0.019999999999999574,0.16999999999999993,22.7052,0.019999999999999574,-0.02075,-0.576,2.24,2.749999999999999,1.4400000000000004,0.0027301660211414003,0.00202399303073042,-3.0,-0.0009300106315475176,-0.0019569180714409384,-1.2268470950260735e-05,0.0012443082349808954,,,,0.9521209453502877
1986-10-31,0.004253340551588103,0.0026747599673448974,0.003780326398856282,0.0018694864358632657,-0.0012008578998496944,0.0002513850045460231,-0.014223671857097386,-0.04275362776549585,0.004281507560799369,-6.281547955033773e-05,-0.0027954286345179824,0.17159999999999798,-0.022061660269793393,0.03815918678237473,0.0,40.6,40.0,7.427144133408616,7.423568444259167,,,-0.00378390192912903,-0.0010610545637108615,1.58,-0.13,4.39,-0.67,-0.03000000000000025,-0.08999999999999986,-0.020000000000000462,0.040000000000000924,-0.030000000000001137,22.5239,-0.0699999999999994,-0.011999999999999999,-0.5428000000000001,2.25,2.8100000000000005,1.4299999999999997,-0.0018264603521034317,-0.0014856684686703758,3.6999999999999886,0.0006712874379344314,0.0038684439599290243,-1.2182976118602085e-05,0.0001040143786994463,,,,
1986-11-30,0.003998607164955814,0.005029873918534378,0.0036905827668221036,0.0018659979769442003,-0.0002861312217294909,0.0015866017838970237,-0.003069121323218127,-0.004651266216358252,0.00694684946103763,0.013978339906837611,0.0003464674664050982,0.1453999999999951,0.0012519715039722712,-0.025539931829893447,-0.09999999999999964,40.7,40.0,7.392031567514591,7.404887575616125,,,0.0319198083584995,0.033924259573577586,1.21,-0.24,4.03,-0.69,0.16999999999999993,-0.07000000000000028,-0.17999999999999972,-0.16999999999999993,-0.17999999999999972,18.6315,0.0,-0.1595,-0.5555000000000001,1.9000000000000004,2.8200000000000003,1.4299999999999997,-3.2938022167527947e-06,-3.1927455128588633e-06,-4.199999999999989,0.014998180736874644,-0.006780620496514622,-0.0008790251708479246,-0.0012705991845480824,,,,
1986-12-31,0.009439539139524555,0.00946312184911946,0.009743432867930224,0.002001823223354293,0.00034334764285759434,0.0035131786310813595,0.020719031392408382,0.044180271206716526,0.009653863564297538,0.01858855743227128,0.010740984375078089,0.6064000000000078,0.03602534527460044,0.053675953638006035,-0.3000000000000007,40.8,40.1,7.513709247839705,7.551186867296149,,,0.014178888542543788,0.015546934286469583,0.2,-1.04,3.06,-1.38,0.1800000000000006,-0.08999999999999986,-0.13999999999999968,-0.09999999999999964,-0.1899999999999995,19.7586,-0.010000000000000675,-0.09375,-0.53225,1.58,2.8600000000000003,1.38,0.0018034033460070376,-0.00040967363397914625,-2.3000000000000114,-0.009354656408924633,0.002899018382148455,-6.7699484986860625e-06,-0.0008239513315975167,,,,0.5349594167116223
1987-01-31,-0.003493734682405325,-0.00631575039400456,-0.003561816919328109,0.0016800294228769275,-0.0007440689465560979,-0.0016504446848415455,-0.03207881748060437,-0.0667186777347073,-0.01093320033595191,-0.00820922132954749,0.0009531639806130698,-0.4621000000000066,-0.048134995979909334,-0.034877711712855586,0.0,40.8,40.4,7.480992162869525,7.432483807917119,,,0.06199607222174297,0.05731830327638221,0.65,-0.65,3.29,-1.0,-0.10000000000000053,-0.03000000000000025,-0.03000000000000025,-0.25,-0.13000000000000078,20.7666,-0.03999999999999915,-0.022,-0.496,1.6500000000000004,2.6400000000000006,1.2799999999999994,0.0017839127098122631,0.0033180640807382034,1.3000000000000114,-0.04094118754695675,0.002882278044487485,-6.734855835688336e-06,0.001102051152137573,,,,
1987-02-28,0.01309491176805988,0.01461719136382289,0.01478991311652944,0.0023909097338279395,0.0019448581808152454,0.002949474335968816,0.03543530263540973,0.04862733509693484,0.013267836326821936,0.017720596026945756,0.02214173435960598,0.9769000000000005,0.038933327076845714,-0.017014342300011975,0.0,41.2,40.7,7.486613313139955,7.4318919168078,,,0.060157482811844076,0.05716209496874658,1.15,-0.14,3.55,-0.51,0.16000000000000014,0.15000000000000036,0.16999999999999993,-0.07000000000000028,0.02000000000000135,23.4463,0.16999999999999993,-0.139,-0.4685,1.6600000000000001,2.4000000000000004,1.1300000000000008,-0.0018163199521854523,-0.0011926066072640573,-0.20000000000000284,-0.015319210906714176,-0.0019369459679259293,-6.700035322992903e-06,-0.0003663118828685086,,,,
1987-03-31,0.0014471947964986853,0.0006376547057431736,0.0007672976716941449,0.002424747455627596,0.0004570645111847682,0.00224982382448502,0.0009592601378614063,0.006762211194153878,0.001820760693231449,-0.004833427267634249,-0.0010984353501113375,-0.1500999999999948,0.026941294989693887,-0.03128083422517669,0.0,41.0,40.4,7.453561871643373,7.440733707389261,,,0.04046593256171338,0.03578816164666865,1.12,-0.1,3.48,-0.54,0.0,0.0,0.0,-0.040000000000000924,-0.02000000000000135,21.8372,0.019999999999999574,-0.11124999999999999,-0.298,1.6600000000000001,2.3599999999999994,1.1099999999999994,-1.2800860217154764e-05,-0.0008545453545467652,0.5999999999999943,-0.009905624715145223,-0.0019203038712882758,0.0008513354264749751,0.0009236157306098391,,,,0.7391067993541611
1987-04-30,0.006311114231135839,0.002254379666929651,0.005800758065989342,0.0033059838758529025,0.0010276319698583336,-0.0007287782202798354,-0.002875093523872607,0.00815699364674849,-0.0004252000199711503,-0.006096569865638557,0.008554466456493603,0.2436000000000007,0.010560146487213373,0.06177361504229495,-0.2999999999999998,40.8,40.2,7.3864708488298945,7.3783837129967145,,,-0.011000454689821915,-0.017114893145918852,1.65,0.13,3.67,-0.73,0.04999999999999982,0.7800000000000002,0.7699999999999996,0.4299999999999997,0.4900000000000002,26.8814,0.5999999999999996,0.38125000000000003,0.11975,2.38,2.0199999999999996,0.8300000000000001,0.0008749955895366313,0.0010812060123632783,2.0,-0.024832414491476662,0.004767810521713045,0.0025490522444577834,0.001273553201630584,,,,
1987-05-31,0.006302766762669165,0.006774713808461286,0.007018563354429297,0.0022536385118332447,0.00096957260853614,0.0059927314087513395,-0.0016700383315857437,-0.00018089534986920341,0.007328258814036204,0.007150806091432926,0.008398790998210615,0.3387000000000029,0.007267618010343924,0.07499207443717104,0.0,41.0,40.5,7.395107546562485,7.313220387090301,,,-0.0006915629597887829,-0.0027926435589096243,1.76,0.15,3.66,-1.19,0.020000000000000462,0.6899999999999995,0.5899999999999999,0.47000000000000064,0.4800000000000004,25.4115,0.7400000000000002,1.097,0.5456,2.9499999999999993,1.9000000000000004,0.7200000000000006,-0.0017880302905242118,-0.0011931566762566348,-1.7000000000000028,-0.006861324782356348,-0.004774184057335873,-0.0025812231362367655,-0.0014262302733780707,,,,
1987-06-30,0.005166029302833941,0.0030453171018987035,0.003976244867105017,0.0016893555002859273,-0.00028507084203432953,-0.0009477455643569499,0.004978220786508558,0.013725437518298023,0.002412349807932479,-0.009973166620523166,0.0062944233922168635,0.0969999999999942,0.013051678274418776,-0.002539589055945868,-0.09999999999999964,40.9,40.3,7.374001859350161,7.3277805384216315,,,0.04166563717009453,0.04125712159288675,1.67,0.07,3.79,-1.06,0.009999999999999787,-0.2400000000000002,-0.20999999999999908,0.009999999999999787,-0.009999999999999787,21.6245,-0.1899999999999995,1.06575,0.51975,2.7300000000000004,2.119999999999999,0.9199999999999999,0.0017566205425065817,0.0012457744534239978,0.4000000000000057,0.015877801384420742,0.0018966301918075246,-0.0017064653297076404,-6.406042358664266e-05,,,,1.0724067520746061
1987-07-31,0.006797065473966413,0.007395570023008169,0.007747461734443739,0.003399514410508786,0.003188160969752829,0.003390899704925232,0.008635181889163235,0.006573069889057592,0.0071292141497671935,-0.0017496778386849599,0.008686299126825947,0.41100000000000136,0.02083151460102073,0.05425614340397544,-0.10000000000000053,41.0,40.4,7.362010551259734,7.323830566202317,,,0.028456539914007983,0.030390799631007326,1.87,0.1,4.03,-0.89,0.020000000000000462,-0.009999999999999787,0.049999999999998934,0.08999999999999986,0.09999999999999964,17.8009,-0.1299999999999999,0.5816,0.1892,2.759999999999999,2.16,0.9700000000000006,-0.0017753334383439068,-0.0014697723488481529,2.200000000000003,0.015637689741965666,-0.0009537126524410411,0.0016891701639218937,-0.0001570135667439132,,,,
1987-08-31,0.007478081537837689,0.00801043369962251,0.005353241112832308,0.0016905513952174545,0.0021009007528700607,0.005267531898862643,-0.004419215176165281,0.018503420132489623,0.004643016313977455,0.00937954802191765,0.01413062724099623,0.23470000000000368,-0.046540381228181715,-0.10467990509778602,-0.09999999999999964,40.9,40.4,7.380879035564116,7.32052696227274,,,0.06037799163713675,0.057532918561057134,2.03,0.3,4.07,-0.69,0.34999999999999964,0.3100000000000005,0.3100000000000005,0.19000000000000128,0.25,20.849,0.3099999999999996,0.19125,0.006,2.7199999999999998,2.040000000000001,0.9100000000000001,0.0017443643377621498,0.0016353013811372108,0.7000000000000028,-0.0039012179112729584,-3.5802289017894395e-06,-1.1432809734479576e-05,0.000794725133958174,,,,
1987-09-30,0.003931774012906786,0.0034059040649490058,0.007119925890627599,0.0022139114798402915,0.0034540392766988504,0.0008821388009891962,0.010960779381159469,-0.013268228888369649,-0.0023636064358161235,0.009433040540194781,0.01591673007481509,0.3978000000000037,0.018643532422782272,0.001728948602725211,-0.09999999999999964,40.8,40.1,7.43543801981455,7.322510433997394,,,-0.033022596320249065,-0.037936536640763574,2.2,0.45,4.09,-0.82,0.3600000000000003,0.6199999999999992,0.6600000000000001,0.5099999999999998,0.5099999999999998,22.8938,0.5899999999999999,0.52475,0.2935,3.0199999999999996,1.8900000000000006,0.7599999999999998,-0.0008905957739751003,-0.0005787193987627504,-0.8000000000000114,-0.021209321062382713,0.0009384964693088804,0.0008279223843459249,0.0005825867635547155,,,,0.86343963330755
1987-10-31,0.01323349510920746,0.015460543803218485,0.014112954205712569,0.004771979801690307,0.0021456812297664385,0.006589234559569945,-0.0011533910149044146,-0.0034178354162968105,0.01645303388307706,0.03161608758268297,0.019581735896126773,0.9957999999999885,0.02204056020721268,0.048694813091085365,0.09999999999999964,41.1,40.5,7.323170717943469,7.277247726631484,,,-0.12874658752038393,-0.13334147517813255,2.23,0.3,4.33,-1.16,-0.27000000000000046,0.14000000000000057,0.09999999999999964,0.3099999999999987,0.33999999999999986,40.7977,0.0600000000000005,1.4431999999999998,0.8938,3.3899999999999997,2.0999999999999996,1.0,-0.0008813491066348433,-0.00019847762534386248,-4.299999999999997,-0.003996470762609228,-0.004713870896249084,0.0008174780344720745,0.00029853332540641375,,,,
